City,District,Quarter,Net m²,Number of Rooms,Building Age,Floor Location,Number of Floors,Heating,Number of Baths,Balcony,Furnished,Price
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,Efeler,157,3+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,2100000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,Efeler,157,3+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,2100000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Güzelhisar,40,1+1,5-10 arası,4,5,Doğalgaz (Kombi),1,Yok,Evet,830000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,Efeler,157,3+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,2100000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Ata,110,2+1,0,4,11,Yerden Isıtma,2,Var,Hayır,1750000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
Aydın,Efeler,Adnan Menderes,220,5+1,11-15 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,1750000
Aydın,Efeler,Girne,140,3+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,620000
Aydın,Efeler,Orta,75,2+1,4,2,4,Merkezi (Pay Ölçer),1,Var,Evet,945000
Aydın,Efeler,Orta,60,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1000000
Aydın,Efeler,Yedi Eylül,75,2+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1245000
Aydın,Efeler,Ata,133,3+1,0,3,7,Doğalgaz (Kombi),2,Var,Hayır,1800000
Aydın,Efeler,Ata,115,3+1,0,3,4,Merkezi (Pay Ölçer),2,Var,Hayır,2945000
Aydın,Efeler,Cumhuriyet,150,3+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Ata,120,3+1,4,1,3,Doğalgaz (Kombi),1,Var,Hayır,1190000
Aydın,Efeler,Orta,80,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Meşrutiyet,160,4+1,16-20 arası,3,6,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Mimar Sinan,178,4+1,5-10 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,4500000
Aydın,Efeler,Ata,90,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Mesudiye,85,2+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,695000
Aydın,Efeler,Ata,105,3+1,16-20 arası,Zemin Kat,4,Doğalgaz (Kombi),1,Var,Hayır,770000
Aydın,Efeler,Efeler,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Güzelhisar,125,3+1,0,6,7,Doğalgaz (Kombi),2,Var,Hayır,3750000
Aydın,Efeler,Efeler,157,3+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,2100000
Aydın,Efeler,,125,3+1,26-30 arası,Yüksek Giriş,2,Klima,1,Var,Hayır,875000
Aydın,Efeler,Kurtuluş,90,2+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,845000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Girne,190,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Orta,90,2+1,4,5,5,Doğalgaz (Kombi),1,Var,Belirtilmemiş,1150000
Aydın,Efeler,Fatih,250,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2200000
Aydın,Efeler,Ata,155,3+1,3,6,6,Doğalgaz (Kombi),2,Var,Hayır,2570000
Aydın,Efeler,Kurtuluş,117,3+1,31 ve üzeri,5,7,Doğalgaz (Kombi),1,Var,Hayır,1600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,125,3+1,0,4,5,Doğalgaz (Kombi),1,Var,Hayır,1745000
Aydın,Efeler,Cumhuriyet,85,2+1,21-25 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,930000
Aydın,Efeler,Orta,45,1+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,650000
Aydın,Efeler,Ata,85,2+1,1,2,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Orta,300,4+1,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,1950000
Aydın,Efeler,Kurtuluş,230,6+1,0,5,5,Merkezi,2,Var,Hayır,2575000
Aydın,Efeler,Yedi Eylül,230,6+1,0,7,7,Doğalgaz (Kombi),2,Var,Hayır,2575000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,945000
Aydın,Efeler,Cuma,120,2+1,26-30 arası,3,5,Klima,2,Var,Hayır,995000
Aydın,Efeler,Orta,65,2+0,5-10 arası,5,6,Merkezi,1,Var,Hayır,895000
Aydın,Efeler,Güzelhisar,125,3+1,5-10 arası,6,8,Merkezi (Pay Ölçer),1,Var,Hayır,1450000
